Marker_1,Marker_2,Marker_3,Marker_4,Marker_5,Marker_6,Marker_7,Marker_8,Marker_9,Marker_10,GT,MV,DS,GLAD,MACE,n_annotators,WSI,ano,split
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0611_row_30720_column_151552,CasoHEProstata_A_0611_row_30720_column_151552,train
1,0,1,-1,-1,0,2,-1,-1,-1,1,1,1,0,0,5,CasoHEProstata_A_0611_row_30720_column_34816,CasoHEProstata_A_0611_row_30720_column_34816,train
-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0611_row_30720_column_36864,CasoHEProstata_A_0611_row_30720_column_36864,train
0,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,1,0,3,CasoHEProstata_A_0611_row_30720_column_40960,CasoHEProstata_A_0611_row_30720_column_40960,train
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0611_row_30720_column_75776,CasoHEProstata_A_0611_row_30720_column_75776,train
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0611_row_30720_column_92160,CasoHEProstata_A_0611_row_30720_column_92160,train
3,2,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,3,2,CasoHEProstata_A_0611_row_32768_column_159744,CasoHEProstata_A_0611_row_32768_column_159744,train
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0611_row_32768_column_94208,CasoHEProstata_A_0611_row_32768_column_94208,train
0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0611_row_34816_column_75776,CasoHEProstata_A_0611_row_34816_column_75776,train
-1,1,0,-1,0,0,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0611_row_36864_column_165888,CasoHEProstata_A_0611_row_36864_column_165888,train
2,2,0,0,-1,-1,2,-1,-1,-1,2,2,2,2,0,5,CasoHEProstata_A_0611_row_36864_column_167936,CasoHEProstata_A_0611_row_36864_column_167936,train
1,-1,-1,2,-1,2,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0611_row_38912_column_167936,CasoHEProstata_A_0611_row_38912_column_167936,train
-1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0611_row_38912_column_90112,CasoHEProstata_A_0611_row_38912_column_90112,train
0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0611_row_40960_column_2048,CasoHEProstata_A_0611_row_40960_column_2048,train
1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,4,CasoHEProstata_A_0611_row_40960_column_92160,CasoHEProstata_A_0611_row_40960_column_92160,train
1,1,-1,-1,-1,-1,2,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0611_row_4096_column_116736,CasoHEProstata_A_0611_row_4096_column_116736,train
1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0611_row_4096_column_118784,CasoHEProstata_A_0611_row_4096_column_118784,train
0,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,3,3,2,CasoHEProstata_A_0611_row_43008_column_124928,CasoHEProstata_A_0611_row_43008_column_124928,train
0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0611_row_47104_column_114688,CasoHEProstata_A_0611_row_47104_column_114688,train
1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0611_row_47104_column_116736,CasoHEProstata_A_0611_row_47104_column_116736,train
1,-1,1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,5,CasoHEProstata_A_0611_row_47104_column_14336,CasoHEProstata_A_0611_row_47104_column_14336,train
-1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0611_row_49152_column_16384,CasoHEProstata_A_0611_row_49152_column_16384,train
-1,-1,0,0,1,0,3,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0611_row_6144_column_120832,CasoHEProstata_A_0611_row_6144_column_120832,train
1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0611_row_6144_column_124928,CasoHEProstata_A_0611_row_6144_column_124928,train
1,1,0,2,1,-1,2,-1,-1,-1,1,1,1,1,2,6,CasoHEProstata_A_0611_row_6144_column_126976,CasoHEProstata_A_0611_row_6144_column_126976,train
0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0612_row_24576_column_149504,CasoHEProstata_A_0612_row_24576_column_149504,train
1,1,0,-1,-1,-1,2,-1,-1,-1,1,1,1,1,0,4,CasoHEProstata_A_0612_row_30720_column_159744,CasoHEProstata_A_0612_row_30720_column_159744,train
2,2,0,0,0,-1,2,-1,-1,-1,2,2,0,0,0,6,CasoHEProstata_A_0612_row_30720_column_161792,CasoHEProstata_A_0612_row_30720_column_161792,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0612_row_34816_column_71680,CasoHEProstata_A_0612_row_34816_column_71680,train
-1,2,-1,-1,-1,3,3,-1,-1,-1,3,3,3,3,3,3,CasoHEProstata_A_0612_row_51200_column_149504,CasoHEProstata_A_0612_row_51200_column_149504,train
2,2,2,2,-1,-1,2,-1,-1,-1,2,2,2,2,2,5,CasoHEProstata_A_0612_row_51200_column_151552,CasoHEProstata_A_0612_row_51200_column_151552,train
2,-1,-1,3,-1,3,-1,-1,-1,-1,3,3,3,3,3,3,CasoHEProstata_A_0612_row_51200_column_153600,CasoHEProstata_A_0612_row_51200_column_153600,train
2,2,0,2,3,3,3,-1,-1,-1,3,3,3,2,3,7,CasoHEProstata_A_0612_row_53248_column_147456,CasoHEProstata_A_0612_row_53248_column_147456,train
-1,1,0,-1,-1,2,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0612_row_53248_column_155648,CasoHEProstata_A_0612_row_53248_column_155648,train
-1,1,1,2,1,2,-1,-1,-1,-1,1,1,1,1,2,5,CasoHEProstata_A_0612_row_53248_column_161792,CasoHEProstata_A_0612_row_53248_column_161792,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0612_row_55296_column_167936,CasoHEProstata_A_0612_row_55296_column_167936,train
2,1,-1,-1,-1,0,-1,-1,-1,-1,2,2,0,0,0,3,CasoHEProstata_A_0612_row_55296_column_169984,CasoHEProstata_A_0612_row_55296_column_169984,train
-1,-1,2,-1,-1,3,-1,-1,-1,-1,2,2,2,3,3,2,CasoHEProstata_A_0612_row_55296_column_40960,CasoHEProstata_A_0612_row_55296_column_40960,train
-1,-1,2,2,-1,2,2,-1,-1,-1,2,2,2,2,2,4,CasoHEProstata_A_0612_row_55296_column_43008,CasoHEProstata_A_0612_row_55296_column_43008,train
-1,-1,2,2,2,3,-1,-1,-1,-1,2,2,2,2,2,4,CasoHEProstata_A_0612_row_55296_column_45056,CasoHEProstata_A_0612_row_55296_column_45056,train
2,2,-1,-1,-1,3,2,-1,-1,-1,2,2,2,2,2,4,CasoHEProstata_A_0612_row_55296_column_49152,CasoHEProstata_A_0612_row_55296_column_49152,train
2,3,0,0,-1,-1,-1,-1,-1,-1,0,0,3,0,0,4,CasoHEProstata_A_0612_row_59392_column_137216,CasoHEProstata_A_0612_row_59392_column_137216,train
-1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0612_row_61440_column_122880,CasoHEProstata_A_0612_row_61440_column_122880,train
2,-1,-1,2,-1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0612_row_61440_column_124928,CasoHEProstata_A_0612_row_61440_column_124928,train
2,2,0,-1,2,0,3,-1,-1,-1,2,2,3,2,2,6,CasoHEProstata_A_0612_row_61440_column_126976,CasoHEProstata_A_0612_row_61440_column_126976,train
2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0612_row_61440_column_133120,CasoHEProstata_A_0612_row_61440_column_133120,train
2,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0612_row_67584_column_20480,CasoHEProstata_A_0612_row_67584_column_20480,train
2,-1,0,-1,3,-1,-1,-1,-1,-1,3,3,3,3,3,3,CasoHEProstata_A_0612_row_67584_column_22528,CasoHEProstata_A_0612_row_67584_column_22528,train
0,0,-1,-1,-1,0,2,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0613_row_16384_column_10240,CasoHEProstata_A_0613_row_16384_column_10240,train
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0613_row_20480_column_10240,CasoHEProstata_A_0613_row_20480_column_10240,train
0,0,0,-1,0,0,2,-1,-1,-1,0,0,0,0,0,6,CasoHEProstata_A_0613_row_22528_column_92160,CasoHEProstata_A_0613_row_22528_column_92160,train
-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0613_row_30720_column_20480,CasoHEProstata_A_0613_row_30720_column_20480,train
0,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0613_row_32768_column_6144,CasoHEProstata_A_0613_row_32768_column_6144,train
1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,3,CasoHEProstata_A_0613_row_36864_column_108544,CasoHEProstata_A_0613_row_36864_column_108544,train
-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,1,0,0,0,2,CasoHEProstata_A_0613_row_38912_column_108544,CasoHEProstata_A_0613_row_38912_column_108544,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0614_row_20480_column_14336,CasoHEProstata_A_0614_row_20480_column_14336,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0614_row_28672_column_55296,CasoHEProstata_A_0614_row_28672_column_55296,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0614_row_36864_column_167936,CasoHEProstata_A_0614_row_36864_column_167936,train
0,-1,-1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0614_row_38912_column_165888,CasoHEProstata_A_0614_row_38912_column_165888,train
-1,2,-1,0,-1,-1,-1,-1,-1,-1,2,2,0,2,0,2,CasoHEProstata_A_0614_row_40960_column_147456,CasoHEProstata_A_0614_row_40960_column_147456,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0614_row_43008_column_20480,CasoHEProstata_A_0614_row_43008_column_20480,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0614_row_49152_column_51200,CasoHEProstata_A_0614_row_49152_column_51200,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0615_row_10240_column_104448,CasoHEProstata_A_0615_row_10240_column_104448,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0615_row_14336_column_126976,CasoHEProstata_A_0615_row_14336_column_126976,train
0,0,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0615_row_22528_column_92160,CasoHEProstata_A_0615_row_22528_column_92160,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0615_row_24576_column_28672,CasoHEProstata_A_0615_row_24576_column_28672,train
-1,-1,-1,-1,0,2,-1,-1,-1,-1,2,2,2,0,2,2,CasoHEProstata_A_0615_row_24576_column_88064,CasoHEProstata_A_0615_row_24576_column_88064,train
-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0615_row_26624_column_108544,CasoHEProstata_A_0615_row_26624_column_108544,train
0,-1,-1,-1,0,0,2,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0615_row_40960_column_96256,CasoHEProstata_A_0615_row_40960_column_96256,train
0,-1,0,0,-1,0,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0615_row_43008_column_94208,CasoHEProstata_A_0615_row_43008_column_94208,train
0,0,0,-1,-1,0,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0615_row_45056_column_90112,CasoHEProstata_A_0615_row_45056_column_90112,train
-1,0,0,0,-1,-1,3,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0615_row_6144_column_106496,CasoHEProstata_A_0615_row_6144_column_106496,train
1,1,0,-1,-1,2,-1,-1,-1,-1,1,1,1,1,2,4,CasoHEProstata_A_0616_row_32768_column_30720,CasoHEProstata_A_0616_row_32768_column_30720,train
1,1,0,-1,0,-1,2,-1,-1,-1,1,1,1,0,0,5,CasoHEProstata_A_0616_row_38912_column_30720,CasoHEProstata_A_0616_row_38912_column_30720,train
-1,-1,0,-1,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0616_row_40960_column_122880,CasoHEProstata_A_0616_row_40960_column_122880,train
-1,-1,0,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0616_row_40960_column_34816,CasoHEProstata_A_0616_row_40960_column_34816,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0616_row_40960_column_36864,CasoHEProstata_A_0616_row_40960_column_36864,train
1,1,2,0,-1,-1,2,-1,-1,-1,2,2,1,1,0,5,CasoHEProstata_A_0616_row_43008_column_32768,CasoHEProstata_A_0616_row_43008_column_32768,train
-1,-1,2,-1,1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0616_row_43008_column_36864,CasoHEProstata_A_0616_row_43008_column_36864,train
-1,1,2,-1,2,2,2,-1,-1,-1,2,2,2,2,2,5,CasoHEProstata_A_0616_row_45056_column_32768,CasoHEProstata_A_0616_row_45056_column_32768,train
1,-1,-1,0,2,-1,-1,-1,-1,-1,2,2,2,2,0,3,CasoHEProstata_A_0616_row_47104_column_120832,CasoHEProstata_A_0616_row_47104_column_120832,train
-1,1,-1,2,2,-1,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0616_row_49152_column_122880,CasoHEProstata_A_0616_row_49152_column_122880,train
-1,-1,2,2,-1,0,2,-1,-1,-1,2,2,2,2,2,4,CasoHEProstata_A_0616_row_49152_column_124928,CasoHEProstata_A_0616_row_49152_column_124928,train
-1,2,2,-1,-1,3,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0616_row_49152_column_126976,CasoHEProstata_A_0616_row_49152_column_126976,train
-1,-1,0,-1,-1,-1,3,-1,-1,-1,3,3,0,0,0,2,CasoHEProstata_A_0616_row_49152_column_36864,CasoHEProstata_A_0616_row_49152_column_36864,train
-1,-1,0,-1,-1,-1,3,-1,-1,-1,3,3,0,0,0,2,CasoHEProstata_A_0616_row_49152_column_38912,CasoHEProstata_A_0616_row_49152_column_38912,train
2,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,2,0,3,CasoHEProstata_A_0616_row_51200_column_126976,CasoHEProstata_A_0616_row_51200_column_126976,train
2,2,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0616_row_53248_column_122880,CasoHEProstata_A_0616_row_53248_column_122880,train
1,1,-1,0,2,-1,2,-1,-1,-1,2,2,2,1,0,5,CasoHEProstata_A_0616_row_53248_column_126976,CasoHEProstata_A_0616_row_53248_column_126976,train
-1,-1,0,0,3,-1,-1,-1,-1,-1,0,0,3,0,0,3,CasoHEProstata_A_0616_row_53248_column_129024,CasoHEProstata_A_0616_row_53248_column_129024,train
2,2,-1,0,3,0,-1,-1,-1,-1,2,2,3,0,0,5,CasoHEProstata_A_0616_row_55296_column_126976,CasoHEProstata_A_0616_row_55296_column_126976,train
-1,-1,0,-1,-1,-1,3,-1,-1,-1,3,3,0,0,0,2,CasoHEProstata_A_0616_row_57344_column_126976,CasoHEProstata_A_0616_row_57344_column_126976,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0617_row_18432_column_129024,CasoHEProstata_A_0617_row_18432_column_129024,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0617_row_30720_column_120832,CasoHEProstata_A_0617_row_30720_column_120832,train
0,-1,-1,0,0,0,1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0617_row_45056_column_110592,CasoHEProstata_A_0617_row_45056_column_110592,train
-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0618_row_2048_column_26624,CasoHEProstata_A_0618_row_2048_column_26624,train
-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0619_row_22528_column_55296,CasoHEProstata_A_0619_row_22528_column_55296,train
0,-1,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0619_row_26624_column_45056,CasoHEProstata_A_0619_row_26624_column_45056,train
-1,2,-1,-1,-1,0,-1,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0619_row_28672_column_36864,CasoHEProstata_A_0619_row_28672_column_36864,train
0,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0619_row_38912_column_45056,CasoHEProstata_A_0619_row_38912_column_45056,train
-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0619_row_40960_column_36864,CasoHEProstata_A_0619_row_40960_column_36864,train
-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0622_row_32768_column_126976,CasoHEProstata_A_0622_row_32768_column_126976,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0623_row_14336_column_26624,CasoHEProstata_A_0623_row_14336_column_26624,train
2,-1,-1,2,2,2,2,-1,-1,-1,2,2,2,2,2,5,CasoHEProstata_A_0623_row_18432_column_143360,CasoHEProstata_A_0623_row_18432_column_143360,train
-1,1,-1,2,-1,-1,-1,-1,-1,-1,2,2,2,1,2,2,CasoHEProstata_A_0623_row_18432_column_45056,CasoHEProstata_A_0623_row_18432_column_45056,train
-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0623_row_20480_column_137216,CasoHEProstata_A_0623_row_20480_column_137216,train
-1,-1,0,-1,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0623_row_20480_column_139264,CasoHEProstata_A_0623_row_20480_column_139264,train
1,1,-1,-1,-1,-1,2,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0623_row_20480_column_141312,CasoHEProstata_A_0623_row_20480_column_141312,train
1,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0623_row_22528_column_135168,CasoHEProstata_A_0623_row_22528_column_135168,train
-1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0623_row_26624_column_122880,CasoHEProstata_A_0623_row_26624_column_122880,train
-1,-1,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0623_row_40960_column_100352,CasoHEProstata_A_0623_row_40960_column_100352,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0623_row_4096_column_116736,CasoHEProstata_A_0623_row_4096_column_116736,train
1,-1,-1,-1,2,2,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0623_row_4096_column_120832,CasoHEProstata_A_0623_row_4096_column_120832,train
1,-1,1,0,1,-1,2,-1,-1,-1,1,1,1,1,0,5,CasoHEProstata_A_0623_row_6144_column_118784,CasoHEProstata_A_0623_row_6144_column_118784,train
1,1,-1,-1,-1,-1,2,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0623_row_6144_column_120832,CasoHEProstata_A_0623_row_6144_column_120832,train
-1,-1,-1,0,1,0,2,-1,-1,-1,0,0,1,0,0,4,CasoHEProstata_A_0623_row_6144_column_26624,CasoHEProstata_A_0623_row_6144_column_26624,train
0,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0623_row_8192_column_28672,CasoHEProstata_A_0623_row_8192_column_28672,train
-1,1,0,0,-1,0,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0624_row_30720_column_126976,CasoHEProstata_A_0624_row_30720_column_126976,train
-1,1,1,2,1,-1,2,-1,-1,-1,1,1,1,1,2,5,CasoHEProstata_A_0624_row_32768_column_129024,CasoHEProstata_A_0624_row_32768_column_129024,train
1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,4,CasoHEProstata_A_0624_row_38912_column_40960,CasoHEProstata_A_0624_row_38912_column_40960,train
0,0,0,-1,-1,0,1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0624_row_38912_column_57344,CasoHEProstata_A_0624_row_38912_column_57344,train
-1,1,-1,-1,1,-1,2,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0624_row_40960_column_43008,CasoHEProstata_A_0624_row_40960_column_43008,train
1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,6,CasoHEProstata_A_0624_row_43008_column_43008,CasoHEProstata_A_0624_row_43008_column_43008,train
-1,0,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0624_row_43008_column_45056,CasoHEProstata_A_0624_row_43008_column_45056,train
-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0624_row_45056_column_108544,CasoHEProstata_A_0624_row_45056_column_108544,train
-1,1,0,-1,-1,0,1,-1,-1,-1,1,1,0,0,0,4,CasoHEProstata_A_0624_row_45056_column_45056,CasoHEProstata_A_0624_row_45056_column_45056,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0624_row_49152_column_131072,CasoHEProstata_A_0624_row_49152_column_131072,train
1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0624_row_49152_column_45056,CasoHEProstata_A_0624_row_49152_column_45056,train
-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0624_row_53248_column_43008,CasoHEProstata_A_0624_row_53248_column_43008,train
0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0624_row_61440_column_57344,CasoHEProstata_A_0624_row_61440_column_57344,train
-1,-1,-1,0,-1,1,2,-1,-1,-1,2,2,1,1,0,3,CasoHEProstata_A_0627_row_16384_column_40960,CasoHEProstata_A_0627_row_16384_column_40960,train
2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,2,1,1,2,CasoHEProstata_A_0627_row_18432_column_40960,CasoHEProstata_A_0627_row_18432_column_40960,train
1,-1,-1,-1,0,0,2,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0627_row_18432_column_43008,CasoHEProstata_A_0627_row_18432_column_43008,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0627_row_24576_column_131072,CasoHEProstata_A_0627_row_24576_column_131072,train
1,0,0,-1,0,-1,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0627_row_24576_column_133120,CasoHEProstata_A_0627_row_24576_column_133120,train
-1,-1,-1,-1,0,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0627_row_26624_column_133120,CasoHEProstata_A_0627_row_26624_column_133120,train
2,-1,-1,-1,1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0627_row_26624_column_135168,CasoHEProstata_A_0627_row_26624_column_135168,train
2,-1,-1,-1,0,-1,-1,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0627_row_34816_column_28672,CasoHEProstata_A_0627_row_34816_column_28672,train
2,-1,-1,0,-1,0,2,-1,-1,-1,2,2,0,0,0,4,CasoHEProstata_A_0627_row_34816_column_30720,CasoHEProstata_A_0627_row_34816_column_30720,train
2,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0627_row_40960_column_36864,CasoHEProstata_A_0627_row_40960_column_36864,train
-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0627_row_43008_column_122880,CasoHEProstata_A_0627_row_43008_column_122880,train
-1,1,2,-1,-1,3,-1,-1,-1,-1,3,3,2,3,3,3,CasoHEProstata_A_0627_row_43008_column_43008,CasoHEProstata_A_0627_row_43008_column_43008,train
1,1,2,2,-1,-1,2,-1,-1,-1,2,2,2,2,2,5,CasoHEProstata_A_0627_row_43008_column_45056,CasoHEProstata_A_0627_row_43008_column_45056,train
-1,1,0,-1,0,0,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0627_row_43008_column_47104,CasoHEProstata_A_0627_row_43008_column_47104,train
1,-1,-1,2,0,-1,2,-1,-1,-1,2,2,2,2,2,4,CasoHEProstata_A_0627_row_45056_column_57344,CasoHEProstata_A_0627_row_45056_column_57344,train
1,-1,2,-1,2,2,-1,-1,-1,-1,2,2,2,2,2,4,CasoHEProstata_A_0627_row_45056_column_59392,CasoHEProstata_A_0627_row_45056_column_59392,train
0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0627_row_49152_column_129024,CasoHEProstata_A_0627_row_49152_column_129024,train
1,1,-1,-1,0,2,2,-1,-1,-1,2,2,1,1,2,5,CasoHEProstata_A_0627_row_49152_column_131072,CasoHEProstata_A_0627_row_49152_column_131072,train
1,-1,-1,0,-1,3,-1,-1,-1,-1,3,3,2,3,0,3,CasoHEProstata_A_0627_row_51200_column_133120,CasoHEProstata_A_0627_row_51200_column_133120,train
-1,1,2,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0627_row_51200_column_135168,CasoHEProstata_A_0627_row_51200_column_135168,train
-1,1,0,-1,-1,3,-1,-1,-1,-1,3,3,2,3,3,3,CasoHEProstata_A_0627_row_51200_column_137216,CasoHEProstata_A_0627_row_51200_column_137216,train
1,1,-1,2,0,-1,2,-1,-1,-1,2,2,2,1,2,5,CasoHEProstata_A_0627_row_55296_column_151552,CasoHEProstata_A_0627_row_55296_column_151552,train
2,2,0,-1,-1,0,-1,-1,-1,-1,2,2,0,0,0,4,CasoHEProstata_A_0628_row_10240_column_137216,CasoHEProstata_A_0628_row_10240_column_137216,train
-1,-1,0,0,-1,-1,3,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0628_row_10240_column_49152,CasoHEProstata_A_0628_row_10240_column_49152,train
2,3,-1,0,3,-1,-1,-1,-1,-1,3,3,3,3,3,4,CasoHEProstata_A_0628_row_10240_column_51200,CasoHEProstata_A_0628_row_10240_column_51200,train
2,3,0,-1,-1,-1,-1,-1,-1,-1,3,3,3,0,3,3,CasoHEProstata_A_0628_row_12288_column_135168,CasoHEProstata_A_0628_row_12288_column_135168,train
